ds,purchase,redeem,is_holiday,is_workday_shift,is_before_holiday,is_after_holiday,weekday,month_period,mfd_daily_yield,mfd_7daily_yield,Interest_O_N
2014-03-11,430500816.0,496039886.0,0.0,0.0,0.0,1.0,1.0,middle,1.4965,5.69,1.873
2014-03-12,377007897.0,416491268.0,0.0,0.0,1.0,1.0,2.0,middle,1.4997,5.668,1.9
2014-03-13,346286910.0,316973542.0,0.0,0.0,1.0,0.0,3.0,middle,1.4878,5.647,1.96
2014-03-14,315897431.0,311575572.0,0.0,0.0,1.0,0.0,4.0,middle,1.4831,5.628,1.8765
2014-03-15,287407002.0,242799048.0,1.0,0.0,1.0,0.0,5.0,middle,1.4818,5.61,1.8765
2014-03-16,269387391.0,390584547.0,1.0,0.0,0.0,1.0,6.0,middle,1.4816,5.592,1.8765
2014-03-17,339008082.0,440624592.0,0.0,0.0,0.0,1.0,0.0,middle,1.4628,5.568,1.869
2014-03-18,435479117.0,410240726.0,0.0,0.0,0.0,1.0,1.0,middle,1.4726,5.555,2.05
2014-03-19,359014064.0,429298917.0,0.0,0.0,1.0,1.0,2.0,middle,1.4786,5.544,2.8025
2014-03-20,365011495.0,336076380.0,0.0,0.0,1.0,0.0,3.0,middle,1.4772,5.538,3.011
2014-03-21,282351818.0,259655286.0,0.0,0.0,1.0,0.0,4.0,end,1.4787,5.535,2.5
2014-03-22,191700135.0,138039412.0,1.0,0.0,1.0,0.0,5.0,end,1.4638,5.526,2.5
2014-03-23,167456369.0,186443311.0,1.0,0.0,0.0,1.0,6.0,end,1.4636,5.516,2.5
2014-03-24,313180334.0,437825259.0,0.0,0.0,0.0,1.0,0.0,end,1.4542,5.511,2.5
2014-03-25,314345006.0,312710515.0,0.0,0.0,0.0,1.0,1.0,end,1.446,5.496,2.5
2014-03-26,272935544.0,450254233.0,0.0,0.0,1.0,1.0,2.0,end,1.4345,5.472,2.52
2014-03-27,266231082.0,359071642.0,0.0,0.0,1.0,0.0,3.0,end,1.4273,5.445,2.658
2014-03-28,225966355.0,405443946.0,0.0,0.0,1.0,0.0,4.0,end,1.4255,5.415,2.75
2014-03-29,160250985.0,155006056.0,1.0,0.0,1.0,0.0,5.0,end,1.4259,5.395,2.75
2014-03-30,205533934.0,264714811.0,1.0,0.0,0.0,1.0,6.0,end,1.4257,5.374,2.75
2014-03-31,398884905.0,423852634.0,0.0,0.0,0.0,1.0,0.0,end,1.431,5.361,2.8
2014-04-01,453320585.0,277429358.0,0.0,0.0,0.0,1.0,1.0,begin,1.4368,5.356,2.866
2014-04-02,355347118.0,272612066.0,0.0,0.0,1.0,1.0,2.0,begin,1.437,5.357,2.95
2014-04-03,363877120.0,266605457.0,0.0,0.0,1.0,0.0,3.0,begin,1.4364,5.362,2.95
2014-04-04,251895894.0,200192637.0,0.0,0.0,1.0,0.0,4.0,begin,1.4338,5.367,2.763
2014-04-05,202336542.0,163199682.0,1.0,0.0,1.0,0.0,5.0,begin,1.4318,5.37,2.763
2014-04-06,129477254.0,139576683.0,1.0,0.0,1.0,1.0,6.0,begin,1.4314,5.373,2.763
2014-04-07,196936223.0,176966561.0,1.0,0.0,0.0,1.0,0.0,begin,1.4312,5.373,2.763
2014-04-08,354770149.0,250015131.0,0.0,0.0,0.0,1.0,1.0,begin,1.4263,5.368,2.713
2014-04-09,383347565.0,289330278.0,0.0,0.0,1.0,1.0,2.0,begin,1.4239,5.36,2.74
2014-04-10,386567460.0,286914864.0,0.0,0.0,1.0,1.0,3.0,begin,1.4202,5.351,2.74
2014-04-11,237829882.0,277077434.0,0.0,0.0,1.0,0.0,4.0,middle,1.4106,5.339,2.75
2014-04-12,177642053.0,123295320.0,1.0,0.0,1.0,0.0,5.0,middle,1.4099,5.327,2.75
2014-04-13,208172985.0,178934722.0,1.0,0.0,0.0,1.0,6.0,middle,1.4097,5.315,2.75
2014-04-14,309853269.0,415986984.0,0.0,0.0,0.0,1.0,0.0,middle,1.4048,5.3,2.639
2014-04-15,428681231.0,285293076.0,0.0,0.0,0.0,1.0,1.0,middle,1.4022,5.287,2.449
2014-04-16,387847838.0,255914640.0,0.0,0.0,1.0,1.0,2.0,middle,1.3958,5.272,2.298
2014-04-17,355792647.0,265341592.0,0.0,0.0,1.0,0.0,3.0,middle,1.3866,5.253,2.181
2014-04-18,239300383.0,225952909.0,0.0,0.0,1.0,0.0,4.0,middle,1.3841,5.239,2.0
2014-04-19,268729366.0,146374940.0,1.0,0.0,1.0,0.0,5.0,middle,1.3835,5.224,2.0
2014-04-20,191259529.0,161057781.0,1.0,0.0,0.0,1.0,6.0,middle,1.383,5.21,2.0
2014-04-21,301134667.0,295635256.0,0.0,0.0,0.0,1.0,0.0,end,1.3866,5.2,1.98
2014-04-22,285248757.0,268810141.0,0.0,0.0,0.0,1.0,1.0,end,1.3813,5.188,1.9262
2014-04-23,313677307.0,278470936.0,0.0,0.0,1.0,1.0,2.0,end,1.3654,5.171,1.963
2014-04-24,318358891.0,224536754.0,0.0,0.0,1.0,0.0,3.0,end,1.3515,5.152,2.303
2014-04-25,220927432.0,227764292.0,0.0,0.0,1.0,0.0,4.0,end,1.344,5.13,2.31
2014-04-26,151625415.0,158122962.0,1.0,0.0,1.0,0.0,5.0,end,1.3441,5.109,2.31
2014-04-27,146837951.0,191915377.0,1.0,0.0,0.0,1.0,6.0,end,1.3439,5.087,2.31
2014-04-28,324937272.0,327724735.0,0.0,0.0,1.0,1.0,0.0,end,1.3506,5.067,2.406
2014-04-29,330607104.0,307578349.0,0.0,0.0,1.0,1.0,1.0,end,1.346,5.048,2.604
2014-04-30,260091330.0,281835975.0,0.0,0.0,1.0,1.0,2.0,end,1.3511,5.04,2.5
2014-05-01,193045106.0,143362755.0,1.0,0.0,1.0,0.0,3.0,begin,1.3364,5.032,2.5
2014-05-02,125336258.0,121222064.0,1.0,0.0,1.0,1.0,4.0,begin,1.3362,5.028,2.5
2014-05-03,185094488.0,199568043.0,1.0,0.0,0.0,1.0,5.0,begin,1.3361,5.023,2.5
2014-05-04,303087562.0,413222034.0,0.0,1.0,0.0,1.0,6.0,begin,1.3543,5.029,2.4
2014-05-05,370924149.0,309330781.0,0.0,0.0,0.0,1.0,0.0,begin,1.3378,5.022,2.37
2014-05-06,318002728.0,341108696.0,0.0,0.0,0.0,1.0,1.0,begin,1.3831,5.042,2.37
2014-05-07,417327518.0,239372999.0,0.0,0.0,1.0,0.0,2.0,begin,1.3393,5.036,2.37
2014-05-08,392838756.0,273187499.0,0.0,0.0,1.0,0.0,3.0,begin,1.3221,5.028,2.23
2014-05-09,281479009.0,247743971.0,0.0,0.0,1.0,0.0,4.0,begin,1.3244,5.022,2.2205
2014-05-10,287240171.0,147248328.0,1.0,0.0,1.0,0.0,5.0,begin,1.3117,5.008,2.2205
2014-05-11,182424063.0,152945581.0,1.0,0.0,0.0,1.0,6.0,middle,1.3115,4.985,2.2205
2014-05-12,325108597.0,293952908.0,0.0,0.0,0.0,1.0,0.0,middle,1.3083,4.969,2.2135
2014-05-13,275241493.0,257918375.0,0.0,0.0,0.0,1.0,1.0,middle,1.3022,4.924,2.35
2014-05-14,305474522.0,316225442.0,0.0,0.0,1.0,1.0,2.0,middle,1.2986,4.902,2.3666
2014-05-15,313367089.0,238307643.0,0.0,0.0,1.0,0.0,3.0,middle,1.2971,4.888,2.35
2014-05-16,231967423.0,282094916.0,0.0,0.0,1.0,0.0,4.0,middle,1.2986,4.874,2.37
2014-05-17,170983868.0,145854372.0,1.0,0.0,1.0,0.0,5.0,middle,1.2818,4.858,2.37
2014-05-18,164419642.0,153440019.0,1.0,0.0,0.0,1.0,6.0,middle,1.2816,4.842,2.37
2014-05-19,259077930.0,293791406.0,0.0,0.0,0.0,1.0,0.0,middle,1.3283,4.853,2.396
2014-05-20,453955303.0,260040720.0,0.0,0.0,0.0,1.0,1.0,middle,1.3308,4.868,2.427
2014-05-21,297799722.0,250223726.0,0.0,0.0,1.0,1.0,2.0,end,1.323,4.882,2.528
2014-05-22,344636549.0,251108485.0,0.0,0.0,1.0,0.0,3.0,end,1.2887,4.877,2.51
2014-05-23,249546195.0,229000787.0,0.0,0.0,1.0,0.0,4.0,end,1.281,4.867,2.53
2014-05-24,160073254.0,154409868.0,1.0,0.0,1.0,0.0,5.0,end,1.2488,4.849,2.53
2014-05-25,166943526.0,231004758.0,1.0,0.0,0.0,1.0,6.0,end,1.2486,4.831,2.53
2014-05-26,344890868.0,274707572.0,0.0,0.0,0.0,1.0,0.0,end,1.249,4.788,2.5025
2014-05-27,299049555.0,321965845.0,0.0,0.0,0.0,1.0,1.0,end,1.2548,4.746,2.541
2014-05-28,276134813.0,415891684.0,0.0,0.0,1.0,1.0,2.0,end,1.2597,4.712,2.51
2014-05-29,320549863.0,313827800.0,0.0,0.0,1.0,0.0,3.0,end,1.2381,4.684,2.51
2014-05-30,226547701.0,312802179.0,0.0,0.0,1.0,0.0,4.0,end,1.279,4.683,2.57
2014-05-31,146823669.0,142862063.0,1.0,0.0,1.0,0.0,5.0,end,1.2376,4.677,2.57
2014-06-01,183489775.0,149829253.0,1.0,0.0,1.0,1.0,6.0,begin,1.2364,4.67,2.57
2014-06-02,158219402.0,170409506.0,1.0,0.0,0.0,1.0,0.0,begin,1.2305,4.66,2.57
2014-06-03,270887462.0,385622582.0,0.0,0.0,0.0,1.0,1.0,begin,1.2473,4.656,2.521
2014-06-04,274460744.0,303978838.0,0.0,0.0,1.0,1.0,2.0,begin,1.2611,4.657,2.561
2014-06-05,380042567.0,355645445.0,0.0,0.0,1.0,1.0,3.0,begin,1.2818,4.681,2.576
2014-06-06,301413900.0,274862067.0,0.0,0.0,1.0,0.0,4.0,begin,1.2476,4.664,2.5808
2014-06-07,187801995.0,146203577.0,1.0,0.0,1.0,0.0,5.0,begin,1.2474,4.669,2.5808
2014-06-08,302171269.0,169525332.0,1.0,0.0,0.0,1.0,6.0,begin,1.2473,4.675,2.5808
2014-06-09,366114374.0,287520152.0,0.0,0.0,0.0,1.0,0.0,begin,1.2719,4.698,2.58
2014-06-10,354031597.0,298190025.0,0.0,0.0,0.0,1.0,1.0,begin,1.2628,4.706,2.57
2014-06-11,327661453.0,246127540.0,0.0,0.0,1.0,1.0,2.0,middle,1.2723,4.712,2.592
2014-06-12,332365185.0,236467885.0,0.0,0.0,1.0,0.0,3.0,middle,1.2625,4.702,2.597
2014-06-13,216923770.0,386799040.0,0.0,0.0,1.0,0.0,4.0,middle,1.2801,4.719,2.6
2014-06-14,181574530.0,229916191.0,1.0,0.0,1.0,0.0,5.0,middle,1.2678,4.73,2.6
2014-06-15,166080126.0,116623756.0,1.0,0.0,0.0,1.0,6.0,middle,1.2677,4.742,2.6
2014-06-16,387308484.0,492349489.0,0.0,0.0,0.0,1.0,0.0,middle,1.2581,4.734,2.6
2014-06-17,270350693.0,502560223.0,0.0,0.0,0.0,1.0,1.0,middle,1.2436,4.724,2.6
2014-06-18,335262709.0,421920230.0,0.0,0.0,1.0,1.0,2.0,middle,1.2244,4.697,2.639
2014-06-19,338609087.0,284956260.0,0.0,0.0,1.0,0.0,3.0,middle,1.193,4.66,2.698
2014-06-20,251582530.0,286583065.0,0.0,0.0,1.0,0.0,4.0,middle,1.2332,4.634,2.759
2014-06-21,177999186.0,231003775.0,1.0,0.0,1.0,0.0,5.0,end,1.1774,4.585,2.759
2014-06-22,147180819.0,361285652.0,1.0,0.0,0.0,1.0,6.0,end,1.1773,4.535,2.759
2014-06-23,232227670.0,373779624.0,0.0,0.0,0.0,1.0,0.0,end,1.1818,4.494,2.755
2014-06-24,245450766.0,428471509.0,0.0,0.0,0.0,1.0,1.0,end,1.1875,4.463,2.971
2014-06-25,264663201.0,547295931.0,0.0,0.0,1.0,1.0,2.0,end,1.1376,4.416,2.995
2014-06-26,297628039.0,418742109.0,0.0,0.0,1.0,0.0,3.0,end,1.1175,4.375,2.974
2014-06-27,264282703.0,399444352.0,0.0,0.0,1.0,0.0,4.0,end,1.1403,4.324,2.885
2014-06-28,153826161.0,283400236.0,1.0,0.0,1.0,0.0,5.0,end,1.1247,4.296,2.885
2014-06-29,158801540.0,261170799.0,1.0,0.0,0.0,1.0,6.0,end,1.1245,4.267,2.885
2014-06-30,334054112.0,456547794.0,0.0,0.0,0.0,1.0,0.0,end,1.1234,4.235,2.913
2014-07-01,384428753.0,374164541.0,0.0,0.0,0.0,1.0,1.0,begin,1.1619,4.221,3.017
2014-07-02,384555819.0,328950951.0,0.0,0.0,1.0,1.0,2.0,begin,1.1374,4.221,3.02
2014-07-03,297894643.0,289009780.0,0.0,0.0,1.0,0.0,3.0,begin,1.1345,4.23,2.96
2014-07-04,211649838.0,264494550.0,0.0,0.0,1.0,0.0,4.0,begin,1.1211,4.22,2.94
2014-07-05,169383796.0,272535138.0,1.0,0.0,1.0,0.0,5.0,begin,1.121,4.218,2.94
2014-07-06,199569025.0,195530758.0,1.0,0.0,0.0,1.0,6.0,begin,1.1209,4.216,2.94
2014-07-07,272182847.0,317612569.0,0.0,0.0,0.0,1.0,0.0,begin,1.1216,4.215,2.952
2014-07-08,224240103.0,340453063.0,0.0,0.0,0.0,1.0,1.0,begin,1.1183,4.191,3.253
2014-07-09,278005555.0,269642881.0,0.0,0.0,1.0,1.0,2.0,begin,1.1169,4.18,3.351
2014-07-10,283095921.0,326009240.0,0.0,0.0,1.0,0.0,3.0,begin,1.1305,4.178,3.3
2014-07-11,208671021.0,240050748.0,0.0,0.0,1.0,0.0,4.0,middle,1.12,4.177,3.285
2014-07-12,177644343.0,149081488.0,1.0,0.0,1.0,0.0,5.0,middle,1.113,4.173,3.285
2014-07-13,179759885.0,199459990.0,1.0,0.0,0.0,1.0,6.0,middle,1.1125,4.169,3.285
2014-07-14,254797524.0,284753279.0,0.0,0.0,0.0,1.0,0.0,middle,1.1284,4.172,3.255
2014-07-15,334810012.0,261722182.0,0.0,0.0,0.0,1.0,1.0,middle,1.1341,4.181,3.218
2014-07-16,394890140.0,234775948.0,0.0,0.0,1.0,1.0,2.0,middle,1.1377,4.192,3.2472
2014-07-17,253011280.0,298279385.0,0.0,0.0,1.0,0.0,3.0,middle,1.1133,4.183,3.2465
2014-07-18,208959595.0,208671287.0,0.0,0.0,1.0,0.0,4.0,middle,1.1215,4.184,3.245
2014-07-19,210318023.0,155464283.0,1.0,0.0,1.0,0.0,5.0,middle,1.1131,4.184,3.245
2014-07-20,176449304.0,174462836.0,1.0,0.0,0.0,1.0,6.0,middle,1.1129,4.184,3.245
2014-07-21,378088594.0,434191479.0,0.0,0.0,0.0,1.0,0.0,end,1.1428,4.192,3.318
2014-07-22,243084133.0,369043423.0,0.0,0.0,0.0,1.0,1.0,end,1.1166,4.182,3.253
2014-07-23,265461894.0,308353077.0,0.0,0.0,1.0,1.0,2.0,end,1.1266,4.176,3.295
2014-07-24,277044480.0,347622431.0,0.0,0.0,1.0,0.0,3.0,end,1.1215,4.181,3.313
2014-07-25,181641088.0,262874791.0,0.0,0.0,1.0,0.0,4.0,end,1.1244,4.182,3.348
2014-07-26,128268053.0,282653341.0,1.0,0.0,1.0,0.0,5.0,end,1.1221,4.187,3.348
2014-07-27,151406251.0,166610652.0,1.0,0.0,0.0,1.0,6.0,end,1.122,4.192,3.348
2014-07-28,371762756.0,345986909.0,0.0,0.0,0.0,1.0,0.0,end,1.1276,4.184,3.304
2014-07-29,228093046.0,303480103.0,0.0,0.0,0.0,1.0,1.0,end,1.1156,4.183,3.2503
2014-07-30,209917272.0,250117716.0,0.0,0.0,1.0,1.0,2.0,end,1.1162,4.178,3.2502
2014-07-31,191728916.0,277194379.0,0.0,0.0,1.0,0.0,3.0,end,1.1156,4.174,3.204
2014-08-01,374884735.0,252540858.0,0.0,0.0,1.0,0.0,4.0,begin,1.1173,4.171,3.196
2014-08-02,189092130.0,172250225.0,1.0,0.0,1.0,0.0,5.0,begin,1.118,4.168,3.196
2014-08-03,173825397.0,127125217.0,1.0,0.0,0.0,1.0,6.0,begin,1.1178,4.166,3.196
2014-08-04,330640884.0,322907524.0,0.0,0.0,0.0,1.0,0.0,begin,1.1451,4.176,3.182
2014-08-05,394780870.0,221706539.0,0.0,0.0,0.0,1.0,1.0,begin,1.1203,4.178,3.145
2014-08-06,288821016.0,282346594.0,0.0,0.0,1.0,1.0,2.0,begin,1.1162,4.178,3.051
2014-08-07,247646474.0,253659514.0,0.0,0.0,1.0,0.0,3.0,begin,1.1186,4.18,3.04
2014-08-08,233903717.0,311648757.0,0.0,0.0,1.0,0.0,4.0,begin,1.1397,4.192,3.001
2014-08-09,160262764.0,163611708.0,1.0,0.0,1.0,0.0,5.0,begin,1.1173,4.191,3.001
2014-08-10,259534870.0,189909225.0,1.0,0.0,0.0,1.0,6.0,begin,1.1172,4.191,3.001
2014-08-11,331550471.0,418603336.0,0.0,0.0,0.0,1.0,0.0,middle,1.1235,4.179,2.955
2014-08-12,258493673.0,309754858.0,0.0,0.0,0.0,1.0,1.0,middle,1.1146,4.176,2.916
2014-08-13,261506619.0,303975517.0,0.0,0.0,1.0,1.0,2.0,middle,1.1138,4.175,2.892
2014-08-14,257702660.0,211939431.0,0.0,0.0,1.0,0.0,3.0,middle,1.1367,4.185,2.888
2014-08-15,244551620.0,236516007.0,0.0,0.0,1.0,0.0,4.0,middle,1.1129,4.17,2.889
2014-08-16,215059736.0,219214339.0,1.0,0.0,1.0,0.0,5.0,middle,1.1128,4.168,2.889
2014-08-17,149978271.0,139564084.0,1.0,0.0,0.0,1.0,6.0,middle,1.1126,4.165,2.889
2014-08-18,298499146.0,259169016.0,0.0,0.0,0.0,1.0,0.0,middle,1.1122,4.159,2.858
2014-08-19,266401973.0,254929877.0,0.0,0.0,0.0,1.0,1.0,middle,1.122,4.163,2.835
2014-08-20,308378692.0,202452782.0,0.0,0.0,1.0,1.0,2.0,middle,1.124,4.169,2.833
2014-08-21,251763517.0,219963356.0,0.0,0.0,1.0,0.0,3.0,end,1.1168,4.158,2.848
2014-08-22,246316056.0,179349206.0,0.0,0.0,1.0,0.0,4.0,end,1.104,4.153,2.843
2014-08-23,141412027.0,199377531.0,1.0,0.0,1.0,0.0,5.0,end,1.0997,4.146,2.843
2014-08-24,130195484.0,191080151.0,1.0,0.0,0.0,1.0,6.0,end,1.0993,4.139,2.843
2014-08-25,309574223.0,312413411.0,0.0,0.0,0.0,1.0,0.0,end,1.1122,4.139,2.841
2014-08-26,306945089.0,285478563.0,0.0,0.0,0.0,1.0,1.0,end,1.1085,4.131,2.823
2014-08-27,302194801.0,468164147.0,0.0,0.0,1.0,1.0,2.0,end,1.1079,4.123,2.861
2014-08-28,245082751.0,297893861.0,0.0,0.0,1.0,0.0,3.0,end,1.1043,4.116,2.876
2014-08-29,267554713.0,273756380.0,0.0,0.0,1.0,0.0,4.0,end,1.1169,4.123,2.908
2014-08-30,199708772.0,196374134.0,1.0,0.0,1.0,0.0,5.0,end,1.1206,4.134,2.908
2014-08-31,275090213.0,292943033.0,1.0,0.0,0.0,1.0,6.0,end,1.1204,4.146,2.908
2014-09-01,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-02,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-03,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-04,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-05,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-06,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-07,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-08,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-09,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-10,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-11,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-12,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-13,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-14,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-15,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-16,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-17,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-18,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-19,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-20,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-21,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-22,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-23,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-24,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-25,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-26,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-27,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-28,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-29,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
2014-09-30,,,1.0,0.0,0.0,1.0,,,1.1204,4.146,2.908
